seed,condition,family,level_nm,oa,macro_f1,balanced_accuracy,worst_class_recall,nll,brier,ece_15bin,mean_confidence,high_confidence_error_rate_all,high_confidence_error_count,label_flip_rate,nominal_correct_to_shifted_wrong_rate_all,shifted_wrong_to_correct_rate_all
13,nominal,nominal,0.0,0.9728085834698272,0.9249582090930697,0.9410373034676804,0.7689514298683613,0.10569971704166539,0.043798568098067286,0.015510564482012185,0.9882977694576849,0.012486887387967683,1357,0.0,0.0,0.0
37,nominal,nominal,0.0,0.9732318677880634,0.9234574321921366,0.9455089827322019,0.7653200181570585,0.09398272499153582,0.042968100489245015,0.01175573037493265,0.9849546314769992,0.011198630767248837,1217,0.0,0.0,0.0
73,nominal,nominal,0.0,0.9724405101496219,0.9271127410348095,0.9531646819956328,0.8306854289605083,0.10380917460041628,0.045121562289138155,0.016976508942618658,0.9893870913359547,0.013903969670758414,1511,0.0,0.0,0.0
101,nominal,nominal,0.0,0.9751550508861365,0.9363620311991347,0.9425850059826976,0.8381515549715287,0.09057221735735632,0.04029574704526469,0.01376392386869734,0.9888848520352325,0.011502291256418279,1250,0.0,0.0,0.0
131,nominal,nominal,0.0,0.9776395457975229,0.9369763552304549,0.9548730730561061,0.8143440762596459,0.07713112690654303,0.03561786655759374,0.011135767271675496,0.9887540952915964,0.009947181478550527,1081,0.0,0.0,0.0
13,global_center_minus_1p1_nm,global_center,-1.1,0.9641312549459853,0.9038489443323545,0.8980361801132086,0.6246028143440763,0.14358133263359146,0.05788754061379541,0.021207826382863344,0.9853195224700411,0.016112409591990725,1751,0.026942967039034177,0.014695327309199993,0.0060179987853580435
37,global_center_minus_1p1_nm,global_center,-1.1,0.9706001435485949,0.9109020978465353,0.9102037437710533,0.598729005901044,0.10534229182195504,0.04583969809500251,0.010681295613682876,0.9812447069358173,0.009100612842078143,989,0.026041187404530982,0.011741538914551779,0.009109814675083277
73,global_center_minus_1p1_nm,global_center,-1.1,0.9652722822386219,0.8973588396687391,0.8953930990392881,0.6631865637766682,0.1271426164361784,0.05485049912398984,0.019010464930757226,0.9842551454131366,0.01391317150376355,1512,0.03371551613081326,0.017879161528976572,0.010710933617976702
101,global_center_minus_1p1_nm,global_center,-1.1,0.9706645563796308,0.92217470388922,0.9221903858966503,0.7104686815593517,0.10763225050207362,0.046267461761869834,0.01614140595069849,0.9868059623303292,0.011631116918490163,1264,0.017989583525038187,0.010020796142591604,0.005530301636085908
131,global_center_minus_1p1_nm,global_center,-1.1,0.9807497653532584,0.9472028370179609,0.9432131779374543,0.8565484012264564,0.06337662903068549,0.030083243886783628,0.008017141334874984,0.9886599495492224,0.007269448074056352,790,0.016986583727478514,0.006386072105563428,0.009496291661298931
13,global_center_plus_1p1_nm,global_center,1.1,0.9584997331468429,0.8981759383314645,0.9499974166739522,0.8363994743758213,0.1640857346034772,0.0688831187343783,0.02662240553831773,0.9851221386851605,0.02269172019066198,2466,0.030025581095754275,0.020556894933470748,0.006248044610486409
37,global_center_plus_1p1_nm,global_center,1.1,0.9478348086938918,0.8767181189504598,0.9397361248775591,0.799167761717039,0.17792981259950885,0.08317784577644809,0.028763577049423634,0.9765983857433154,0.023464674163093287,2550,0.03529823140769641,0.029280232622338368,0.003883173528166811
73,global_center_plus_1p1_nm,global_center,1.1,0.9476507720337891,0.8879298600700738,0.9451915382361038,0.8871878491409246,0.20943709461078297,0.08797560816928782,0.03607752697065934,0.9837180056650194,0.030458067246995603,3310,0.03536264423873236,0.02912380146125108,0.004334063345418407
101,global_center_plus_1p1_nm,global_center,1.1,0.9661004472090841,0.9239538045823144,0.9292505018423733,0.808067664281067,0.1228183221804827,0.05550130103930748,0.019747443204982406,0.9858478904140665,0.017124611222555534,1861,0.017603106538822532,0.012643318549054972,0.003588714872002503
131,global_center_plus_1p1_nm,global_center,1.1,0.9587021734729558,0.8988018982018188,0.9402027850797889,0.734453018610985,0.15555438427252744,0.06877177487264569,0.025975367972930995,0.9846638050488747,0.02317021550692898,2518,0.023731527320242193,0.020805344424609382,0.0018679721000423284
13,global_center_minus_2p2_nm,global_center,-2.2,0.9230450705780592,0.7717183937579871,0.7769060663245234,0.15319974143503556,0.31173499952409206,0.12649619576807236,0.04412491014882865,0.9671559859170246,0.03646686419934851,3963,0.07067007747943391,0.055339823692879625,0.005576310801111582
37,global_center_minus_2p2_nm,global_center,-2.2,0.9264589506229641,0.7115322830085009,0.7375281958771336,0.05235940530058177,0.279309729421182,0.1166198365693677,0.04255247588419235,0.9690114265071564,0.029611498610523215,3218,0.0744704345105545,0.054373631227340485,0.007600714062241198
73,global_center_minus_2p2_nm,global_center,-2.2,0.9103373391979682,0.6974844260528024,0.7265061713806978,0.005171299288946348,0.38711430511176637,0.14686033247121696,0.05808506729246324,0.9684224064904315,0.04289894546993761,4662,0.09040800927544768,0.06975909601192558,0.007655925060272006
101,global_center_minus_2p2_nm,global_center,-2.2,0.9507425879235144,0.869173018354009,0.8660897345158465,0.5002190100744635,0.20086772341486864,0.08011999926084018,0.031055591668521804,0.9817981795920362,0.021992380882271748,2390,0.04450006441283104,0.03121261755341664,0.006800154590794486
131,global_center_minus_2p2_nm,global_center,-2.2,0.9654747225647349,0.9082353788972587,0.8813609558682921,0.6037491919844861,0.11841003095455377,0.05515581287057967,0.019325647451238454,0.9848003700159733,0.016232033421057473,1764,0.03872131328560649,0.024081196974437308,0.011916373741649337
13,global_center_plus_2p2_nm,global_center,2.2,0.9135395770837551,0.8367341748375214,0.9202462044567825,0.7586508979413052,0.34842067748482486,0.14588442516705177,0.06196520578794983,0.9754830590546507,0.05196275097999521,5647,0.07986270865156339,0.06679610578427223,0.007527099398200121
37,global_center_plus_2p2_nm,global_center,2.2,0.8915840035335039,0.7984848112318198,0.8883911533816806,0.6195795006570303,0.3793830522109054,0.1748485411718145,0.06914795347575921,0.9607156418050146,0.054373631227340485,5909,0.09698731987411892,0.08704934022857354,0.005401475974014023
73,global_center_plus_2p2_nm,global_center,2.2,0.8913079485433498,0.804748257808606,0.8740183941851274,0.5204944697462589,0.4369470697519119,0.18244548875671668,0.07813429954740325,0.9693238782951689,0.0633362165743416,6883,0.09564385225536927,0.08639601008520897,0.005263448478937004
101,global_center_plus_2p2_nm,global_center,2.2,0.9297716105048126,0.879587986352649,0.8682793303878008,0.6823712140823195,0.2647856248719136,0.11658377461350385,0.04566329094777606,0.9754173692910155,0.03907098293980161,4246,0.058992951395918064,0.05077571452233285,0.005392274141008889
131,global_center_plus_2p2_nm,global_center,2.2,0.91729392494985,0.8504232162706882,0.9131573408093736,0.6967771221062188,0.33165642984862304,0.140039767945983,0.05959350725530203,0.976822333424334,0.05125420983859985,5570,0.06731140843255977,0.06287612492408488,0.002530504076412021
13,global_center_minus_4p4_nm,global_center,-4.4,0.659670206305096,0.5074175676931797,0.6047050636494157,0.0,1.388787916741637,0.5821329650691586,0.2831992942983218,0.9428695006034178,0.21685039659900252,23566,0.33297752912380146,0.3158989270662716,0.0027605499015403868
37,global_center_minus_4p4_nm,global_center,-4.4,0.7646355153946666,0.4883272086015643,0.5881155073378418,0.0,0.8057721832185016,0.35230083182323835,0.11676589009544044,0.881401405490107,0.0666028672911644,7238,0.23372655833041941,0.21182619577819903,0.0032298433848022526
73,global_center_minus_4p4_nm,global_center,-4.4,0.6514345657655005,0.43686329992159006,0.5205277804909809,0.0,1.5998132160708591,0.5892671470082758,0.27349648105022517,0.9249310468157256,0.19613707050444448,21315,0.34673426946647773,0.323858512615713,0.002852568231591733
101,global_center_minus_4p4_nm,global_center,-4.4,0.871496402083295,0.6668747024883659,0.7101256045752855,0.03898379325448971,0.5896230052179765,0.2140832919393758,0.09105717118431907,0.9625444512106823,0.06392513388667022,6947,0.12653440565360619,0.10926256510296851,0.005603916300126985
131,global_center_minus_4p4_nm,global_center,-4.4,0.75802859929698,0.6562340113842153,0.6543801478872608,0.014867485455720749,0.8825224827628689,0.40798558770301685,0.18727551917514046,0.9453041184721204,0.15010950181276111,16313,0.2476765371662035,0.23060713694167878,0.010996190441135874
13,global_center_plus_4p4_nm,global_center,4.4,0.7726135046101184,0.6903201457649044,0.78361499812125,0.35260621988611474,0.9796783307639799,0.39402691440117205,0.17901662847716782,0.9516065955090198,0.15139775843347994,16453,0.22385299151590998,0.2070136371165136,0.006818558256804755
37,global_center_plus_4p4_nm,global_center,4.4,0.7209084049542669,0.5879059886628236,0.7071734123647598,0.23083661848445028,1.0618727205024894,0.4528191952212719,0.19378834945951912,0.9146832426577367,0.13432835820895522,14598,0.27238345878499,0.2579917919649594,0.0056683291311629275
73,global_center_plus_4p4_nm,global_center,4.4,0.7089552238805971,0.6068886383186115,0.6905022324489695,0.19616135328562134,1.2084473556314788,0.4871011930251151,0.21856517696297464,0.9275198536275849,0.16716049837127556,18166,0.2806283011575906,0.2688775604100337,0.005392274141008889
101,global_center_plus_4p4_nm,global_center,4.4,0.7822386219334891,0.6969440823648392,0.6710551819366701,0.19743160848216695,0.9865909805246956,0.3884827491274762,0.18098001364501098,0.9632186355785002,0.16290004968989824,17703,0.2129672230708357,0.20064596867696044,0.007729539724313083
131,global_center_plus_4p4_nm,global_center,4.4,0.7751256050205201,0.7523392061028503,0.8189543957573268,0.4794516411510705,1.0294615794181199,0.3977352424942383,0.18501905627854612,0.9601446612990662,0.16266080203176472,17677,0.21271877357969707,0.2057345823287999,0.003220641551797118
13,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.9619412186907632,0.9006245810503147,0.8905479247667929,0.6795279164775306,0.14867469325855198,0.061971844005112485,0.022413682111732947,0.9843444957738771,0.017566299206801996,1909,0.027596297182398734,0.016480482912196108,0.00561311813313212
37,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.9690634374367374,0.9063965791953369,0.9104979203266755,0.6545619609623241,0.10189055193893233,0.04694432522145984,0.010102831684772112,0.979044890497454,0.008171227708559546,888,0.021872757053205,0.010858162946058856,0.006689732594732871
73,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.9682628779652906,0.9080443542862684,0.900966353560983,0.6141625056740808,0.12246856057753981,0.050958243892638075,0.01893789558000647,0.9872007735452972,0.014364061321015146,1561,0.029547085779487274,0.015109409794431051,0.010931777610099933
101,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.9693302905938863,0.9143751300197253,0.8990772561330611,0.7158420335905583,0.11462995459755855,0.049105552511419924,0.017328312204401786,0.9866267635995745,0.013508290851537626,1468,0.020566096766475882,0.011621915085485029,0.005797154793234813
131,local_mid25_center_minus_2p2_nm,local_center,-2.2,0.9635791449656772,0.8977760066748037,0.9009312233247605,0.7310924369747899,0.12912614304570239,0.05807085893417159,0.018751239648323745,0.9823303846140009,0.01608480409297532,1748,0.0325836906711817,0.021127408579789096,0.0070670077479433905
13,local_mid25_center_plus_2p2_nm,local_center,2.2,0.9445037451460331,0.8811573315370472,0.9440734955031341,0.8523872098116513,0.22895540205736706,0.09375030014600377,0.03774789586055262,0.9822516410065857,0.03311739698547951,3599,0.04268730331081951,0.03381673629386974,0.005511897970075639
37,local_mid25_center_plus_2p2_nm,local_center,2.2,0.9527393856856285,0.8849850746636975,0.9371192318182894,0.783180026281209,0.15897158328005487,0.07546541376128237,0.02503763931159178,0.9777645685435075,0.021753133224138247,2364,0.0287833336400611,0.023814343817288405,0.003321861714853599
73,local_mid25_center_plus_2p2_nm,local_center,2.2,0.9250694738391888,0.8682967546016468,0.9429885440318232,0.8090104780022345,0.33570738708943115,0.1302893938832487,0.05739256250735883,0.9824620363465476,0.0504168430351326,5479,0.05805436442939434,0.051668292323830904,0.004297256013397869
101,local_mid25_center_plus_2p2_nm,local_center,2.2,0.9596959714375104,0.9000572861108029,0.9384199506104594,0.8149364870784056,0.14488011226749828,0.06523031127216321,0.02367208702646911,0.9833650949661694,0.01956309696891621,2126,0.02559949942028452,0.019305445644772438,0.0038463661961462723
131,local_mid25_center_plus_2p2_nm,local_center,2.2,0.9455159467765979,0.8826685473392222,0.9188393768466049,0.7368249837345479,0.19443341113907733,0.08899951557813385,0.034797526522079104,0.980313473298677,0.029151406960266486,3168,0.04227322082558846,0.03626442387323555,0.00414082485231058
13,fwhm_12_nm,fwhm,12.0,0.9517455877210741,0.873236505451936,0.9191518749664459,0.613708579210168,0.2064478745078026,0.0803855301353438,0.031181455188880696,0.9829270429099547,0.024789738115832675,2694,0.03173712203470931,0.024568894123709443,0.003505898374956291
37,fwhm_12_nm,fwhm,12.0,0.9467213869002705,0.8756209077081518,0.9243240964296418,0.6591012256014526,0.1923223078391176,0.08745905147106553,0.031112310899524438,0.9777534412348703,0.027283434860224158,2965,0.035887148720025026,0.029767929771610503,0.0032574488838176567
73,fwhm_12_nm,fwhm,12.0,0.9667537773524486,0.9103152419521019,0.9403539958667552,0.7122106218792555,0.13279905628712915,0.055228259343051846,0.021739633805143654,0.9884308568825726,0.01781474869794063,1936,0.011575905920459355,0.007839961720374699,0.002153228923201502
101,fwhm_12_nm,fwhm,12.0,0.9554171190901227,0.8794717650315593,0.9107183479549023,0.6236949614162506,0.16751644049435563,0.07204826176920036,0.026434536590904344,0.9818054189028689,0.020455674770414267,2223,0.03313580065148978,0.023768334652262732,0.004030402856248965
131,fwhm_12_nm,fwhm,12.0,0.9674807221598543,0.9065042698551413,0.9229513351506886,0.6209714026327735,0.11640386090816322,0.052292108510562464,0.016774873898160885,0.984255596058015,0.014161620994902185,1539,0.01938826214181865,0.013002190036255221,0.0028433663985865986
13,fwhm_18_nm,fwhm,18.0,0.970747372876677,0.92484039690985,0.9208082240795898,0.7518615856329391,0.10948906907043988,0.04701457908584867,0.015891696305129984,0.9866167541053685,0.012652520382060106,1375,0.02149548189999448,0.010260043800725104,0.00819883320757495
37,fwhm_18_nm,fwhm,18.0,0.9567881922078878,0.8743747208183343,0.884603917267782,0.6076276664511958,0.14198902723418683,0.06603425720326964,0.01913920076079617,0.9759066420827978,0.014134015495886781,1536,0.040221212065443435,0.025755930581371808,0.009312255001196238
73,fwhm_18_nm,fwhm,18.0,0.973958812595469,0.9337007949310868,0.9552537433669589,0.8950941743320193,0.09459149918850995,0.042450453905854495,0.01556595036719222,0.9894924731289416,0.013112612032316838,1425,0.013103410199311704,0.0051714301488856584,0.006689732594732871
101,fwhm_18_nm,fwhm,18.0,0.9634411174706001,0.906608647662222,0.8837565829259265,0.6219886114761279,0.13951904294106895,0.06035689842226416,0.022814504743677654,0.9861831067796946,0.01887295949353111,2051,0.03099177356129341,0.01956309696891621,0.007849163553379833
131,fwhm_18_nm,fwhm,18.0,0.9766089405009478,0.9367973389896167,0.954729052799043,0.8519491896627245,0.07713336568089557,0.0365668085637541,0.011081147392620018,0.9876676515494246,0.009689530154406758,1053,0.013186226696357915,0.006386072105563428,0.005355466808988351
