scene,model,model_key,capability_label,condition,oa_mean,oa_std,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,worst_class_recall_mean,worst_class_recall_std,nll_mean,nll_std,brier_mean,brier_std,ece_15bin_mean,ece_15bin_std,label_flip_rate_mean,label_flip_rate_std,nominal_correct_to_shifted_wrong_rate_all_mean,nominal_correct_to_shifted_wrong_rate_all_std,macro_f1_drop_pp
LongKou,SSCNN-3x3,sscnn3x3,standard-capability,fwhm_12_nm,0.9572354012919373,0.0053063413428149145,0.8978974299641116,0.01006364559768472,0.9484633122351245,0.004298266999501504,0.8563293911519929,0.009542658751219608,0.15318031148287642,0.013528543121508111,0.06604404877890903,0.006912647483760086,0.021163243652081158,0.0035550047938151847,0.011132377569611867,0.0019501634667606275,0.008629478992215249,0.0018135830083801123,1.5573639908630366
LongKou,SSCNN-3x3,sscnn3x3,standard-capability,fwhm_18_nm,0.968489243057217,0.004170007365008644,0.9253745151053987,0.007372526086882243,0.9445824901409606,0.006350790591033768,0.868358024904915,0.01586920682635378,0.12125424382120384,0.00646194939996415,0.049101996310768614,0.005519440149160829,0.013966564437216158,0.001560078638277942,0.010856322579457829,0.0013157881168983903,0.0028452067651876254,0.001091773346976334,-1.190344523265674
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,nominal,0.9742551116182344,0.002161974532103492,0.9297733537499212,0.006431353746853249,0.9474338094468638,0.006251333555237357,0.8034905016434205,0.034309933183449035,0.09423899217950335,0.011501375685124061,0.041560368895861774,0.003761181488488913,0.013828498987987266,0.002464277519171422,0.0,0.0,0.0,0.0,0.0
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_minus_1p1_nm,0.9702836004932183,0.006571731129471266,0.9162974845509619,0.01957313937197461,0.9138073173515309,0.01959450448098766,0.6907070933615194,0.10183440428998812,0.10941502408489681,0.03008697151309297,0.04698568869628825,0.010819281436639488,0.015011626842575385,0.00555280541035481,0.024335167565379023,0.006927665231358636,0.012144579200176675,0.004393889231299054,1.3475869198959267
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_plus_1p1_nm,0.9557575869113129,0.007931827930498327,0.8971159240272263,0.017497801254060558,0.9408756733419554,0.007725426410725417,0.8130551536251673,0.05575985157014097,0.16596506965335583,0.03164857072397925,0.07286192971841347,0.012930517507776653,0.027437264147262823,0.005881065564020662,0.028404218120249552,0.0076986034749674795,0.02248191839814491,0.006957843587161957,3.265742972269492
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_minus_2p2_nm,0.9352117341774481,0.022363085279642602,0.7916287000141116,0.09392182853177439,0.7976782247932986,0.07210739191601899,0.26293972961670264,0.27170022462394133,0.2594873576852926,0.10338091439893664,0.10505043538801537,0.036921671067715676,0.039028738489048906,0.014605771333154929,0.06375397979277472,0.021624406041033647,0.04695327309199993,0.018817555683488408,13.814465373580964
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_plus_2p2_nm,0.9086994129230543,0.016857717882681873,0.8339956893002569,0.033438208706380465,0.892818484644153,0.023136354721638306,0.6555746409066265,0.09025341865761166,0.35223857083363574,0.06324272933065558,0.15196039953101398,0.026850196485687795,0.06290085140283808,0.012041923384072308,0.07975964812190588,0.016847296524226615,0.0707786591088945,0.015708797577108434,9.577766444966429
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_minus_4p4_nm,0.7410530577691076,0.09015876276756107,0.551143358017783,0.10410995937398769,0.615570820788157,0.07132988404361047,0.010770255742042092,0.017035156416510475,1.0533037608023688,0.4232789191282213,0.42915396470861306,0.15941196959622986,0.1903588711606894,0.08777452347670879,0.2575298599481016,0.08870353945183905,0.23829066750096617,0.0876820309188062,37.86299957321382
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,global_center_plus_4p4_nm,0.7519682720797982,0.03425499757942533,0.6668796122428058,0.06817701836390526,0.7342600441257952,0.06374231520235939,0.29129748825788476,0.1231644735324528,1.0532101933681528,0.09298207747516697,0.4240330588538548,0.04376642425035558,0.19147384496464373,0.016173004017988647,0.24051014962180467,0.03329342360411043,0.22805270809945338,0.03261475095872576,26.28937415071154
LongKou,SSResNet-3x3,ssresnet3x3,standard-capability,local_mid25_center_minus_2p2_nm,0.9664353939304708,0.003427189318315045,0.90544333024529,0.006508825765292154,0.9004041356224546,0.007095489794970578,0.6790373707358567,0.04709656984451896,0.123357980683657,0.017407093647629508,0.05341016491296039,0.0063516357178668255,0.017506792245847412,0.004542157014064308,0.026433185490549717,0.005101425178870089,0.015039475863592028,0.004132415038816193,2.4330023504631204
