geometry,band_count,spacing_nm,effective_fwhm_nm,shift_nm,absolute_shift_over_spacing,absolute_shift_over_fwhm,scene,model,model_key,direction,nominal_macro_f1_mean,shifted_macro_f1_mean,paired_macro_f1_drop_mean,paired_macro_f1_drop_std,ece_change_shifted_minus_nominal_mean,label_flip_rate_mean,correct_to_wrong_rate_mean,wrong_to_correct_rate_mean,low_capability_nominal_below_0p70
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,Linear,linear,plus,0.742186116520606,0.7177638357606213,0.024422280759984715,0.0036104637076161323,-0.013142873116803847,0.07114857279570092,0.048747630528001185,0.00900675414542577,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,LongKou,MLP,mlp,minus,0.8696903542814827,0.7570541628835046,0.11263619139797812,0.027034200059327024,0.04830620678327064,0.13044518468078842,0.09160976866591825,0.030522480078031544,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,MLP,mlp,plus,0.8696903542814827,0.7247721472806289,0.14491820700085384,0.008521841298360687,0.10032959179153858,0.176896037690708,0.15115851077534645,0.007851003919980861,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,LongKou,CNN-1D,cnn1d,minus,0.8569120464714148,0.7735863725245695,0.08332567394684534,0.027359815938016747,0.021887831857586075,0.07253068811307212,0.04064449638367963,0.02317205587353001,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,CNN-1D,cnn1d,plus,0.8569120464714148,0.7149149576394742,0.14199708883194065,0.03780136117463847,0.09834355976656957,0.16993577120562414,0.14689254099416604,0.010414634595211367,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,LongKou,SSCNN-3x3,sscnn3x3,minus,0.9081563092026059,0.8830251805798586,0.0251311286227472,0.00951353432017836,0.00512532103501442,0.04415775622504002,0.025743048015164617,0.012981946003643927,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,SSCNN-3x3,sscnn3x3,plus,0.9081563092026059,0.8581774792719636,0.04997882993064218,0.00896544180125185,0.028208803844059847,0.04965309089570643,0.04189410530577691,0.004611958702173473,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,LongKou,SSResNet-3x3,ssresnet3x3,minus,0.9347788748942965,0.7737720125791219,0.16100686231517453,0.06629282029563284,0.03357844918161137,0.08280545484660545,0.06763163222113844,0.007381710436718994,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,SSResNet-3x3,ssresnet3x3,plus,0.9347788748942965,0.8241975511756154,0.11058132371868087,0.033997044387992434,0.06588827520545829,0.09982700553950348,0.09043745514106409,0.0049358632239542115,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,LongKou,SpectralFormer-3x3,spectralformer3x3,minus,0.909671001475014,0.8700850516769136,0.03958594979810037,0.025713496863777375,0.013213124070046123,0.05393746434289711,0.0342786683107275,0.013892927471152252,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,LongKou,SpectralFormer-3x3,spectralformer3x3,plus,0.909671001475014,0.8351772693612608,0.07449373211375332,0.012725101935487213,0.0534295416383768,0.08899092699265694,0.07888915471962016,0.005951745587721074,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,Linear,linear,minus,0.5192375852128572,0.4938581242280648,0.02537946098479236,0.001310325753405588,0.0001929147036876716,0.08485115925778565,0.024643541794769776,0.02935725395160415,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,Linear,linear,plus,0.5192375852128572,0.47912233505922935,0.040115250153627866,0.003560035892998283,-0.021321469349326817,0.09937714761095236,0.04933627518356422,0.012283430390277425,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,MLP,mlp,minus,0.6884649734411676,0.6370241320335206,0.05144084140764693,0.006608786571917805,0.028941532856935924,0.10760950555213947,0.052763771837812425,0.02268745252649474,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,MLP,mlp,plus,0.6884649734411676,0.6439516294602953,0.044513343980872276,0.010079204657995357,0.03583749504985267,0.11663616305566607,0.06077766122906645,0.024167540782001666,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,CNN-1D,cnn1d,minus,0.6631522666574359,0.6351953528424955,0.027956913814940365,0.018943839874441457,0.007113149217633579,0.0988548486273375,0.0369674829095381,0.03207147249249467,True
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,CNN-1D,cnn1d,plus,0.6631522666574359,0.5840639417181631,0.07908832493927272,0.028189834720345783,0.06688314679641554,0.13823995370202916,0.08193438709444062,0.014942670090787428,True
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,SSCNN-3x3,sscnn3x3,minus,0.7621141544290811,0.6939672425325883,0.06814691189649276,0.012347892349734263,0.028127850801141756,0.08893550837342207,0.05057185228053677,0.018403443411581726,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,SSCNN-3x3,sscnn3x3,plus,0.7621141544290811,0.7002550946621143,0.06185905976696673,0.012424322787512586,0.0427321488740548,0.10685426990270193,0.06669512062791623,0.01823561326726227,False
coarse_broad,46,11.911111111111111,18.0,-2.2,0.18470149253731344,0.12222222222222223,HanChuan,SSResNet-3x3,ssresnet3x3,minus,0.7547569202664818,0.6533694552473879,0.10138746501909393,0.03139553971519775,0.042284103022021166,0.12619524722393027,0.07459471190364235,0.02311570875682714,False
coarse_broad,46,11.911111111111111,18.0,2.2,0.18470149253731344,0.12222222222222223,HanChuan,SSResNet-3x3,ssresnet3x3,plus,0.7547569202664818,0.6583296350885768,0.09642728517790497,0.02265886558213842,0.03813663925937701,0.1246833291134662,0.0800593192751474,0.021595109776829314,False
